State,City,Zipcode,Bedroom,Bathroom,Area,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice,Bedroom_Flag
AL,Huntsville,35810,4.0,2.0,1511.0,0.39,179400.0,1433.0,34.78267,-86.58862,180000.0,0
AL,Guntersville,35976,3.0,3.0,2149.0,0.5,139800.0,1800.0,34.300037,-86.39073,139900.0,0
AL,Valley,36854,4.0,3.0,2100.0,0.37,394169.86644111964,2836.8451228867966,32.68981,-85.17476,395000.0,0
AL,Auburn,36830,4.0,3.0,2106.0,0.36,371309.45242306625,2790.3577219298354,32.63288,-85.48234,369900.0,0
AL,Mobile,36618,3.0,1.0,1217.0,0.1883,151314.37895065852,1300.0,30.71445,-88.135284,149000.0,0
AL,Birmingham,35218,3.0,2.0,1418.0,0.17,130000.0,1212.0,33.501514,-86.89199,140000.0,0
AL,Semmes,36575,4.0,2.0,2520.0,0.9141,298200.0,2025.0,30.761631,-88.292496,299319.0,0
AL,Arab,35016,3.0,2.0,1712.0,1.0,194300.0,1628.0,34.356606,-86.522484,195000.0,0
AL,Guntersville,35976,2.0,1.0,925.0,0.21,146600.0,1200.0,34.42224,-86.25966,154990.0,0
AL,Fort Mitchell,36856,4.0,2.0,2002.0,0.44,273712.1369547033,1974.3420030549596,32.232662,-84.973465,270000.0,0
AL,Gulf Shores,36542,4.0,2.0,1856.0,0.1433,375237.3074150118,2196.056470900193,30.302923,-87.69361,382900.0,0
AL,Clanton,35046,3.0,2.0,1152.0,2.15,169500.0,1194.0,32.878918,-86.56741,169900.0,0
AL,Daleville,36322,3.0,2.0,1902.0,0.3299999999999999,192331.39006315998,1737.9097839899698,31.264801,-85.72387,180000.0,0
AL,Anniston,36201,3.0,2.0,1696.0,0.5,71293.22884991337,1194.0,33.654697,-85.90091,49950.0,0
AL,Kellyton,35089,3.0,2.0,1760.0,3.0,153330.04456274872,1678.0631612642496,32.981297,-86.03913,139000.0,0
AL,Prattville,36067,3.0,2.0,2000.0,0.24,234413.89395048577,1809.5441855225295,32.444508,-86.47387,224900.0,0
AL,Huntsville,35811,4.0,2.0,2289.0,0.51,349920.853010596,2090.0637821867986,34.777668,-86.48719,350000.0,0
AL,Rogersville,35652,3.0,3.0,1400.0,0.5,182100.0,1300.0,34.81635,-87.262695,184900.0,0
AL,Kellyton,35089,3.0,2.0,1760.0,3.0,154152.09279570484,605.0,32.981277,-86.039116,139900.0,0
AL,Spanish Fort,36527,5.0,4.0,2600.0,0.665,384664.17187074554,3474.4855331602835,30.678589,-87.90917,375000.0,0
AL,Vernon,35592,3.0,1.0,1187.0,4.0,76700.0,1650.0,33.787724,-88.165764,80000.0,0
AL,Gallion,36742,3.0,2.0,2925.0,6.0,393600.0,2459.0,32.512672,-87.71695,395000.0,0
AL,Wilmer,36587,4.0,3.0,2541.0,2.3,298900.0,1099.0,30.790745,-88.30819,300000.0,0
AL,Thorsby,35171,5.0,3.0,2370.0,10.0,287333.3988127763,1905.0,32.91567,-86.69866,276900.0,0
AL,Cullman,35055,3.0,2.0,2349.0,0.53,253100.0,1599.0,34.191113,-86.81209,255000.0,0
AL,Mobile,36608,3.0,2.0,1232.0,0.3775,196423.63760661866,1831.7557457012506,30.62828,-88.35601,192500.0,0
AL,Abbeville,36310,4.0,2.0,1344.0,0.93,117000.0,1833.8225539521045,31.65619,-85.10319,154900.0,0
AL,Summerdale,36580,3.0,2.0,1908.0,3.07,392885.4180240724,2138.245935190531,30.494781,-87.73094,399500.0,0
AL,Bay Minette,36507,4.0,3.0,2100.0,0.302,252503.5542950133,2553.515879470477,30.887451,-87.77709,239900.0,0
AL,Anniston,36201,3.0,2.0,1016.0,0.5,159400.0,1032.0,33.688515,-85.862495,160000.0,0
AL,Grand Bay,36541,4.0,3.0,2400.0,2.3,392200.0,2649.0,30.559324,-88.4035,390410.0,0
AL,Stevenson,35772,4.0,2.0,1755.0,0.68,238000.0,1599.0,34.907852,-85.76508,239900.0,0
AL,Huntsville,35803,3.0,2.0,1457.0,0.21,247200.0,1599.0,34.61809,-86.54882,250000.0,0
AL,Foley,36535,3.0,2.0,1588.0,0.2388,298413.5302613247,1990.2174001705744,30.37459,-87.69701,299900.0,0
AL,Owens Cross Roads,35763,4.0,3.0,2210.0,0.25,389892.1714444838,2814.225996068352,34.635723,-86.49413,389000.0,0
AL,Slocomb,36375,4.0,3.0,2797.0,10.0,374388.5378560457,2708.169340325591,31.106539,-85.629974,365000.0,0
AL,Columbiana,35051,4.0,2.0,2432.0,0.77,93817.81584845138,1559.5808291919607,33.142124,-86.60367,67900.0,0
AL,Owens Cross Roads,35763,3.0,2.0,1480.0,0.2460973370064279,297324.1083348595,2001.846715067369,34.61587,-86.497795,300000.0,0
AL,Saraland,36571,3.0,2.0,1828.0,0.4658,199700.0,1599.0,30.841074,-88.08948,198000.0,0
AL,Athens,35613,4.0,2.0,1932.0,0.2,314100.0,1914.0,34.75443,-86.88578,314900.0,0
AL,Owens Cross Roads,35763,3.0,2.0,1654.0,1.65,298300.0,1934.0,34.61488,-86.45121,299900.0,0
AL,Gulf Shores,36542,3.0,2.0,1305.0,0.351,322721.10788595956,2075.0143972477085,30.275293,-87.68028,329900.0,0
AL,Montgomery,36117,2.0,3.0,1320.0,0.2092460606060606,116400.0,1150.0,32.35384,-86.20596,134000.0,0
AL,Scottsboro,35768,3.0,2.0,1586.0,0.37,247400.0,1235.0,34.67045,-86.05488,249900.0,0
AL,Tuscaloosa,35405,4.0,3.0,2526.0,0.25,430704.51480520336,2855.4481351969184,33.12312,-87.54705,429900.0,0
AL,Athens,35611,3.0,1.0,1100.0,1.0,161909.25164497984,1145.4842666302188,34.801434,-86.959984,162000.0,0
AL,Montgomery,36106,4.0,2.0,1680.0,0.2760999999999999,128800.0,1394.0,32.34567,-86.23511,129999.0,0
AL,Chickasaw,36611,2.0,1.0,1316.0,0.1606,94900.0,1099.0,30.762444,-88.08054,95500.0,0
AL,Centreville,35042,3.0,2.0,1408.0,0.61,137400.0,1350.0,32.98726,-87.21477,139900.0,0
AL,Jasper,35504,3.0,2.0,1800.0,3.8600000000000003,153900.0,1635.0,33.857433,-87.262695,275000.0,0
AL,Birmingham,35215,3.0,3.0,1992.0,0.42,184200.0,1270.0,33.642715,-86.702225,220000.0,0
AL,Dothan,36305,4.0,2.0,2241.0,0.3399999999999999,277900.0,2064.0,31.211576,-85.453156,280000.0,0
AL,Daphne,36526,4.0,4.0,2755.0,0.259,287803.5934861869,3174.4914848753283,30.64606,-87.88291,265000.0,0
AL,Dothan,36303,3.0,1.0,1289.0,0.3399999999999999,118900.0,1185.0,31.275568,-85.43938,129900.0,0
AL,Florence,35630,3.0,2.0,1272.0,0.2299999999999999,178800.0,1495.0,34.825504,-87.6715,179900.0,0
AL,Montgomery,36105,3.0,2.0,1732.0,0.4298278420569329,59900.0,1320.0,32.34212,-86.30114,62000.0,0
AL,Birmingham,35211,3.0,2.0,1360.0,0.17,76707.95127732333,1575.962035694339,33.485176,-86.87472,59900.0,0
AL,Mobile,36604,4.0,3.0,3723.0,0.1504,729200.0,3759.0,30.680508,-88.06529,729000.0,0
AL,Saraland,36571,3.0,2.0,2032.0,1.65,298791.2590398146,1934.2060807383486,30.847399,-88.13863,294999.0,0
AL,Robertsdale,36567,4.0,5.0,2950.0,3.0,505227.4481141936,4218.522792028032,30.642878,-87.67365,495000.0,0
AL,Montgomery,36108,3.0,2.0,1000.0,0.19,106800.0,950.0,32.303844,-86.34714,110000.0,0
AL,Huntsville,35810,3.0,2.0,1320.0,0.3,204200.0,1494.0,34.778187,-86.605255,205000.0,0
AL,Fairhope,36532,5.0,4.0,3479.0,0.475,640797.3825475797,3874.362983657817,30.504642,-87.87718,644900.0,0
AL,Fairhope,36532,3.0,4.0,3238.0,0.26,669490.2300969957,3789.644635444332,30.557747,-87.896324,675000.0,0
AL,Huntsville,35806,5.0,4.0,4600.0,2.1,793806.1656748166,4037.0535945196057,34.78706,-86.70479,799000.0,0
AL,Huntsville,35810,4.0,2.0,1569.0,0.43,224100.0,1432.0,34.784073,-86.58795,224900.0,0
AL,Pelham,35124,2.0,2.0,1175.0,0.07,222835.97211599295,1805.4094344650564,33.28992,-86.80459,220000.0,0
AL,Prattville,36067,3.0,2.0,1144.0,6.07,146900.0,1200.0,32.59268,-86.69812,155000.0,0
AL,Fairhope,36532,4.0,4.0,3384.0,0.4,511400.0,2999.0,30.51387,-87.90105,550000.0,0
AL,Eufaula,36027,3.0,1.0,1216.0,0.45,138400.0,1099.0,31.872173,-85.21629,145000.0,0
AL,Mobile,36695,3.0,2.0,1539.0,0.2047,239800.0,1679.0,30.644339,-88.25151,240000.0,0
AL,Montgomery,36109,3.0,2.0,1706.0,0.2496556473829201,180963.32025140122,1740.233119546905,32.384464,-86.22411,169900.0,0
AL,Fairhope,36532,4.0,2.0,2060.0,0.3939999999999999,410440.9010395044,2240.3807894841834,30.517668,-87.85656,419000.0,0
AL,Enterprise,36330,3.0,2.0,1511.0,0.2299999999999999,220025.141696313,1843.2871810234724,31.326319,-85.883064,215000.0,0
AL,Birmingham,35208,4.0,2.0,2113.0,0.16,121500.0,1132.0,33.48694,-86.90086,124900.0,0
AL,Florence,35630,3.0,1.0,1089.0,0.12,163500.0,999.0,34.817142,-87.68756,164900.0,0
AL,Ozark,36360,3.0,2.0,1366.0,0.41,147195.68104606596,665.0,31.412834,-85.61016,137000.0,0
AL,Scottsboro,35769,3.0,4.0,2509.0,0.4098178512396694,667100.0,3721.0,34.571102,-86.11438,725000.0,0
AL,Boaz,35956,5.0,3.0,2554.0,3.32,184300.0,1796.0,34.157356,-86.18112,199000.0,0
AL,Guntersville,35976,5.0,4.0,3862.0,6.0,714200.0,2921.0,34.287952,-86.39717,775000.0,0
AL,Anniston,36207,4.0,3.0,2694.0,0.49,181359.84903152194,2335.2854366644256,33.649113,-85.79814,154900.0,0
AL,Crane Hill,35053,3.0,2.0,1100.0,0.16724007346189163,359200.0,2839.0,33.96913,-87.106636,359900.0,0
AL,Theodore,36582,3.0,2.0,2300.0,0.5438999999999999,141788.1573806482,1585.9389985949551,30.565338,-88.20124,119900.0,0
AL,Mobile,36608,3.0,2.0,1404.0,0.2502,239200.0,1628.0,30.64717,-88.32544,239950.0,0
AL,Daleville,36322,3.0,2.0,1530.0,0.29,168900.0,1452.0,31.31328,-85.703,169900.0,0
AL,Dothan,36303,4.0,4.0,2180.0,0.38,262500.0,1963.0,31.238642,-85.42869,264900.0,0
AL,Tuscaloosa,35405,4.0,3.0,2096.0,0.26,299400.0,1700.0,33.116016,-87.56847,299900.0,0
AL,Gadsden,35904,3.0,2.0,1728.0,0.23,140101.43391487576,1655.6975542629402,34.02474,-86.05376,124900.0,0
AL,Madison,35756,3.0,2.0,1968.0,0.95,379300.0,1925.0,34.74326,-86.802666,379900.0,0
AL,Selma,36701,3.0,2.0,1655.0,0.32,130169.45794510246,1645.1671142654125,32.40305,-87.05787,114900.0,0
AL,Repton,36475,3.0,2.0,1740.0,2.0,249100.0,820.0,31.401741,-87.3086,250000.0,0
AL,Anniston,36207,4.0,4.0,3125.0,0.37,189800.0,2034.0,33.6485,-85.81168,197500.0,0
AL,Alabaster,35007,4.0,2.0,1898.0,0.18,263349.900262847,1966.914497393212,33.177425,-86.822235,259900.0,0
AL,Athens,35611,4.0,2.0,1566.0,1.2153067033976124,249764.2371682183,1982.1907183266899,34.8054,-86.985596,249000.0,0
AL,Montgomery,36111,3.0,1.0,1432.0,0.31,76940.46547742366,933.1014991808104,32.327934,-86.28739,65000.0,0
AL,Foley,36535,3.0,2.0,1676.0,0.2,278500.0,1949.0,30.425716,-87.69967,279900.0,0
AL,Oxford,36203,3.0,2.0,1680.0,0.38,110439.6084938681,1602.511559191502,33.587418,-85.91039,93000.0,0
AL,Crane Hill,35053,3.0,1.0,1253.0,8.8,117300.0,1106.0,34.057236,-87.0346,118000.0,0
AL,Ramer,36069,3.0,1.0,1050.0,1.0,122800.0,1025.0,32.05632,-86.18998,125000.0,0
AL,Orange Beach,36561,3.0,3.0,2054.0,0.362,674167.3354342744,3316.2566449009205,30.279825,-87.57666,700000.0,0
AL,Orange Beach,36561,6.0,6.0,3138.0,1.23,896800.0,8482.0,30.303347,-87.47633,900000.0,0
AL,Cullman,35057,3.0,3.0,1680.0,2.3,213500.0,1650.0,34.17419,-87.00112,310000.0,0
AL,Prichard,36610,2.0,1.0,1000.0,0.5,28100.0,1099.0,30.74002,-88.085205,30000.0,0
AL,Foley,36535,3.0,2.0,1898.0,0.172,361264.2394071415,2076.2828634084253,30.368938,-87.70316,365000.0,0
AL,Florala,36442,4.0,5.0,1400.0,21.44,274400.0,1674.0,31.01055,-86.250656,275000.0,0
AL,Hartford,36344,3.0,2.0,1176.0,0.27,175168.84684326762,1796.4064439588808,31.118282,-85.672005,169900.0,0
AL,Harvest,35749,4.0,2.0,1948.0,0.47,309657.23366546776,2053.1354050196815,34.83901,-86.75245,310000.0,0
AL,Brundidge,36010,4.0,3.0,1652.0,2.35,163500.0,1275.0,31.726835,-85.755905,170000.0,0
AL,Montgomery,36109,3.0,2.0,1422.0,0.3299999999999999,200693.03027980743,1816.0023437637183,32.38984,-86.24046,194900.0,0
AL,Harvest,35749,3.0,2.0,2063.0,0.2,289997.22520120436,1912.6547774195806,34.832855,-86.77445,285000.0,0
AL,Trussville,35173,3.0,2.0,2032.0,0.36,296600.0,1781.0,33.6051,-86.599915,295000.0,0
AL,Falkville,35622,3.0,2.0,1326.0,0.5,213344.26916772878,1853.5784153952197,34.298946,-86.8004,209900.0,0
AL,Attalla,35954,3.0,2.0,2225.0,0.26,149280.00575066576,1610.511497618339,34.024174,-86.090225,129000.0,0
AL,Auburn,36830,3.0,2.0,1881.0,0.3399999999999999,329109.8365465951,2014.1483274316888,32.5428,-85.512436,330000.0,0
AL,Gulf Shores,36542,4.0,4.0,2941.0,0.083,732829.784534184,4040.752573321413,30.281633,-87.69963,750000.0,0
AL,Goodwater,35072,3.0,2.0,1392.0,3.7,145653.1643811117,1709.759517927083,33.0917,-86.06,135000.0,0
AL,Satsuma,36572,3.0,2.0,1640.0,0.3253,218500.0,1500.0,30.86227,-88.04361,219900.0,0
AL,Huntsville,35810,4.0,3.0,2800.0,0.4338842975206611,179400.0,1774.0,34.80451,-86.61303,179900.0,0
AL,Owens X Rds,35763,3.0,2.0,1520.0,0.1285583103764922,257700.0,1674.0,34.567997,-86.44204,259000.0,0
AL,Irvington,36544,3.0,2.0,1593.0,0.9411,101176.61919532664,528.0,30.461224,-88.235054,83900.0,0
AL,Mobile,36607,3.0,2.0,1689.0,0.2428,249200.0,1500.0,30.689117,-88.090034,250000.0,0
AL,Northport,35475,3.0,2.0,1518.0,0.42935999999999996,257500.0,1635.0,33.298985,-87.60132,269900.0,0
AL,Pelham,35124,3.0,3.0,1412.0,0.08,223900.0,1565.0,33.32549,-86.81488,221900.0,0
AL,Fairhope,36532,4.0,3.0,3146.0,0.3,573200.0,2500.0,30.572453,-87.88975,599900.0,0
AL,Birmingham,35215,3.0,2.0,2032.0,0.2,260700.0,1622.0,33.651306,-86.658325,260000.0,0
AL,Odenville,35120,4.0,3.0,2374.0,1.0,333137.0763854104,2679.7492551263495,33.59886,-86.44331,324900.0,0
AL,Madison,35758,4.0,3.0,2155.0,0.2,349400.0,2050.0,34.723103,-86.75427,349999.0,0
AL,Gallant,35972,4.0,2.0,2252.0,7.84,108700.0,1566.0,33.990604,-86.2719,119700.0,0
AL,Mobile,36695,3.0,2.0,1456.0,0.4251,215700.0,1599.0,30.656637,-88.22562,215255.0,0
AL,Tuscaloosa,35401,4.0,3.0,1656.0,5.262,175100.0,1794.0,33.19431,-87.5363,175000.0,0
AL,Dothan,36305,3.0,2.0,2008.0,0.64,245600.0,1882.0,31.235125,-85.48253,259900.0,0
AL,Northport,35473,4.0,3.0,2486.0,0.1582203856749311,313200.0,2429.0,33.28883,-87.63584,319900.0,0
AL,Montgomery,36117,4.0,2.0,2548.0,0.29,334484.753392359,2026.0780033486294,32.348503,-86.16927,330000.0,0
AL,Birmingham,35213,3.0,4.0,4570.0,0.92,684052.9443981919,3648.469412582536,33.509537,-86.76526,675000.0,0
AL,Oxford,36203,4.0,3.0,2723.0,0.4,327910.1518973054,2624.6748056136407,33.605072,-85.85956,315000.0,0
AL,Montgomery,36108,3.0,2.0,1882.0,0.2299999999999999,137309.51515885952,1630.4244089025278,32.30931,-86.346,120000.0,0
AL,Orange Beach,36561,4.0,5.0,2655.0,0.0826,1081546.2265833602,5408.863253982763,30.261618,-87.62822,1129500.0,0
AL,Pelham,35124,3.0,2.0,2134.0,0.49,295200.0,2160.0,33.34166,-86.80331,299900.0,0
AL,Harvest,35749,3.0,2.0,1641.0,0.5,295000.0,1780.0,34.84083,-86.6938,295000.0,0
AL,Theodore,36582,3.0,3.0,2476.0,1.1,444700.0,2848.0,30.571985,-88.13434,450000.0,0
AL,Millbrook,36054,3.0,2.0,1969.0,0.5023,238641.90654848746,1821.9635553284788,32.491154,-86.365776,229900.0,0
AL,Sylacauga,35150,3.0,1.0,1183.0,0.19,105273.31173970187,957.0,33.17647,-86.24123,99000.0,0
AL,Gadsden,35901,3.0,2.0,1762.0,0.8585858585858586,329300.0,1466.0,33.9497,-86.00235,329900.0,0
AL,Harvest,35749,3.0,2.0,1501.0,0.18,291516.2130998459,1987.5461485016397,34.800083,-86.79375,293390.0,0
AL,Semmes,36575,2.0,2.0,1248.0,3.2161,165862.3557923924,1300.0,30.812702,-88.26252,156750.0,0
AL,Leeds,35094,3.0,1.0,1305.0,0.19,153098.5284287387,1101.6531488562953,33.548435,-86.53135,149900.0,0
AL,Semmes,36575,4.0,3.0,1856.0,0.4866999999999999,268000.0,1877.0,30.762589,-88.285416,259000.0,0
AL,Jacksonville,36265,3.0,2.0,1502.0,0.41,256918.91546108748,1918.2245258098912,33.785233,-85.784805,255500.0,0
AL,Montgomery,36117,4.0,2.0,2226.0,0.58,240539.0318475263,1879.3574943695594,32.35818,-86.2068,231000.0,0
AL,Lillian,36549,3.0,2.0,1641.0,0.1790999999999999,275336.2562315117,1937.2871895573417,30.412874,-87.47746,274000.0,0
AL,Kennedy,35555,2.0,1.0,1496.0,20.0,174100.0,1114.0,31.572191,-87.93222,176900.0,0
AL,Weaver,36277,3.0,3.0,2208.0,1.42,200798.4726571494,2349.840841848131,33.76039,-85.82781,179900.0,0
AL,Tuscaloosa,35406,2.0,3.0,1152.0,0.0,174600.0,1727.0,33.227802,-87.53599,175000.0,0
AL,Pell City,35125,2.0,2.0,1843.0,0.52,193603.7181837078,1661.5397661060833,33.6012,-86.280464,180000.0,0
AL,Muscle Shoals,35661,3.0,2.0,1992.0,0.35,195598.82455944025,1732.937797712825,34.751568,-87.67739,182500.0,0
AL,Birmingham,35210,4.0,2.0,2148.0,0.24,288917.8155741652,1986.086447579846,33.524174,-86.69961,284900.0,0
AL,Foley,36535,2.0,2.0,1130.0,0.275,350218.1580956898,2065.9241550862534,30.410442,-87.82357,360000.0,0
AL,Selma,36701,3.0,2.0,1200.0,20.0,157163.4995818016,1757.3277051901728,32.48699,-87.12834,149900.0,0
AL,Wilmer,36587,4.0,3.0,2528.0,1.82,385400.0,2582.0,30.852259,-88.340706,399000.0,0
AL,Elkmont,35620,3.0,1.0,1297.0,2.57,255300.0,1599.0,34.924484,-87.122505,255000.0,0
AL,Summerdale,36580,3.0,3.0,2366.0,0.89,951594.4993190301,3831.21419057334,30.438637,-87.80888,1000000.0,0
AL,Piedmont,36272,3.0,3.0,2180.0,3.27,259000.0,1665.0,33.921463,-85.579666,259900.0,0
AL,Birmingham,35204,3.0,2.0,1637.0,0.18,124700.0,1048.0,33.506744,-86.84448,125900.0,0
AL,Birmingham,35217,3.0,1.0,1560.0,0.17,119350.95842558719,1058.0,33.57448,-86.77249,109900.0,0
AL,Chickasaw,36611,4.0,3.0,2028.0,0.3283999999999999,114708.34172298115,2287.134164651992,30.764635,-88.09703,89900.0,0
AL,Mobile,36695,3.0,3.0,1825.0,1.0,240400.0,1716.0,30.635262,-88.27472,239900.0,0
AL,Gulf Shores,36542,4.0,3.0,1915.0,0.1377,940179.4225367064,3952.5040245133127,30.246576,-87.701324,995000.0,0
AL,Alabaster,35007,5.0,3.0,2562.0,0.23,350100.0,2117.0,33.217987,-86.84071,415000.0,0
AL,Mobile,36608,3.0,2.0,1467.0,0.2279,224600.0,1400.0,30.674248,-88.2641,225000.0,0
AL,Dothan,36301,3.0,2.0,2130.0,0.200875,319100.0,1824.0,31.225897,-85.42912,319900.0,0
AL,Thomasville,36784,4.0,3.0,2808.0,10.0,392776.53902182245,2743.538519935017,31.938192,-87.68484,385000.0,0
AL,Elberta,36530,3.0,3.0,3221.0,0.467,528300.0,2500.0,30.371277,-87.61959,550000.0,0
AL,Dothan,36301,4.0,3.0,2318.0,0.2066115702479339,346225.6340211154,2713.085830575815,31.168629,-85.43666,339900.0,0
AL,Prattville,36066,4.0,3.0,2368.0,0.24,355906.151710913,2726.0539808780136,32.436718,-86.41451,349900.0,0
AL,Holly Pond,35083,2.0,1.0,860.0,0.42,161202.71243180655,1088.2979689700446,34.15418,-86.630554,162000.0,0
AL,Phenix City,36870,3.0,2.0,1308.0,0.36,213147.47573122612,1855.4861886771357,32.500706,-85.09308,209900.0,0
AL,Gulf Shores,36542,1.0,2.0,676.0,0.5836031221303949,538069.8310127973,2413.2103410716077,30.24987,-87.674126,569000.0,0
AL,Montgomery,36106,3.0,3.0,2118.0,0.11,217716.88921456962,2395.184048496009,32.35727,-86.26152,199500.0,0
AL,Tuscaloosa,35405,3.0,2.0,1253.0,0.376,185400.0,1350.0,33.14921,-87.454544,179900.0,0
AL,Mobile,36608,3.0,2.0,1134.0,0.2757,176200.0,1300.0,30.672604,-88.271255,182000.0,0
AL,Ohatchee,36271,3.0,1.0,1088.0,0.52,143967.0109732619,1111.13445045183,33.78452,-85.950294,142500.0,0
AL,Huntsville,35811,3.0,2.0,1468.0,0.4338842975206611,259600.0,1741.0,34.770145,-86.46088,259900.0,0
AL,Tallassee,36078,3.0,2.0,2446.0,2.2,125207.97099247304,1534.1124716763347,32.54265,-85.94747,100000.0,0
AL,Town Creek,35672,3.0,2.0,1370.0,6.6,180300.0,1569.0,34.58403,-87.41709,179900.0,0
AL,Dothan,36305,3.0,2.0,1733.0,1.0,222452.26074651233,1819.7579772131735,31.199621,-85.47844,215000.0,0
AL,Huntsville,35803,4.0,3.0,2304.0,0.2410468319559228,390600.0,2094.0,34.59971,-86.56846,390000.0,0
AL,Montgomery,36109,3.0,2.0,2296.0,0.29,196500.0,1575.0,32.371906,-86.23705,200000.0,0
AL,Ozark,36360,3.0,3.0,1534.0,1.51,107662.61945190505,2249.744334741146,31.489447,-85.68603,86000.0,0
AL,Mobile,36695,3.0,2.0,1454.0,1.0188,116100.0,1599.0,30.627316,-88.32781,115000.0,0
AL,Higdon,35979,2.0,2.0,1043.0,6.0,118000.0,909.0,34.82562,-85.62668,120000.0,0
AL,Falkville,35622,3.0,2.0,1190.0,1.2,101300.0,1525.0,34.321056,-86.8095,99900.0,0
AL,Montgomery,36117,3.0,2.0,1428.0,0.3299999999999999,188400.0,1400.0,32.406235,-86.1868,190000.0,0
AL,Pike Road,36064,4.0,3.0,3577.0,6.38,437719.4689682359,2735.1042879543506,32.32323,-86.11397,425000.0,0
AL,Cedar Bluff,35959,3.0,3.0,3000.0,12.0,432600.0,981.0,34.2582,-85.6109,435000.0,0
AL,Graysville,35073,3.0,2.0,1200.0,0.48,118200.0,1374.0,33.636436,-86.916176,120000.0,0
AL,Birmingham,35222,2.0,2.0,1040.0,0.19,150115.84115269186,1677.2310739474296,33.533733,-86.77538,142000.0,0
AL,Dothan,36301,3.0,2.0,1936.0,1.195,161600.0,1642.0,31.10578,-85.45025,170000.0,0
AL,Oxford,36203,3.0,2.0,2404.0,0.51,225130.00942049865,1739.3239932893518,33.612568,-85.83819,209900.0,0
AL,Kinsey,36303,3.0,1.0,1025.0,0.19,129300.0,1200.0,31.276136,-85.33994,130000.0,0
AL,Montgomery,36106,3.0,3.0,1762.0,0.13,188700.0,1597.0,32.349503,-86.22742,192000.0,0
AL,Madison,35756,3.0,2.0,1588.0,0.2089072543617998,279200.0,1994.0,34.689842,-86.7954,280000.0,0
AL,Montgomery,36117,3.0,2.0,1739.0,0.22,259500.0,1792.0,32.32594,-86.1521,259900.0,0
AL,Phenix City,36870,5.0,2.0,1462.0,0.47,119657.71381245469,1821.735472583643,32.486645,-85.081024,109900.0,0
AL,Gulf Shores,36542,4.0,3.0,1870.0,0.22,350461.5333010063,2778.8357083443602,30.329502,-87.67569,349900.0,0
AL,Pell City,35125,3.0,2.0,1680.0,0.27,317687.1018913634,2017.0016000113785,33.582497,-86.24735,319900.0,0
AL,Lester,35647,3.0,2.0,2070.0,1.0,312817.09042718605,1957.3989917067852,34.9392,-87.12564,309900.0,0
AL,Foley,36535,3.0,2.0,1400.0,0.5409999999999999,224700.0,2199.0,30.330416,-87.705025,235000.0,0
AL,Birmingham,35244,4.0,3.0,2800.0,0.41,337885.8597418571,2634.7812959929647,33.390305,-86.76394,325000.0,0
AL,Birmingham,35215,3.0,2.0,1178.0,0.22,190809.62920682324,1827.4319292556402,33.663662,-86.66106,187000.0,0
AL,Chelsea,35043,4.0,3.0,2522.0,0.0,430660.782930425,2855.872084815122,33.34328,-86.57302,429900.0,0
AL,Hartford,36344,3.0,2.0,1300.0,0.27,194792.2734715332,1819.7990468540563,31.117764,-85.673,189900.0,0
AL,Killen,35645,3.0,3.0,1992.0,0.58,216704.68992925377,2409.2691622906113,34.87265,-87.55514,199900.0,0
AL,Montgomery,36117,4.0,3.0,2250.0,0.29,327214.45363974693,2683.757933025789,32.38442,-86.16083,319900.0,0
AL,Hartselle,35640,3.0,2.0,2078.0,0.25199999999999995,299800.0,1852.0,34.454365,-86.9081,299900.0,0
AL,Orange Beach,36561,2.0,2.0,829.0,2.0,607242.6082880587,2618.450698953759,30.267426,-87.591835,645000.0,0
AL,Mentone,35984,3.0,3.0,3000.0,4.6,372700.0,3088.0,34.544693,-85.59335,395000.0,0
AL,Phenix City,36869,3.0,2.0,1703.0,1.57,75891.02491203422,1530.4745956685094,32.461216,-85.08371,54900.0,0
AL,Deatsville,36022,3.0,2.0,1718.0,1.58,220100.0,1417.0,32.549854,-86.39342,224900.0,0
AL,Mobile,36604,2.0,1.0,868.0,0.15,194100.0,1099.0,30.679043,-88.05847,195000.0,0
AL,Gulf Shores,36542,4.0,4.0,1800.0,0.6166804407713498,884764.9138448808,4490.499571449367,30.245281,-87.7136,930000.0,0
AL,Montgomery,36109,3.0,1.0,1217.0,0.1893939393939394,80700.0,995.0,32.37769,-86.26625,82000.0,0
AL,Robertsdale,36567,3.0,2.0,1620.0,6.0,581800.0,1800.0,30.623487,-87.43762,588000.0,0
AL,Heflin,36264,4.0,2.0,1736.0,0.08,250000.0,1450.0,33.635853,-85.58274,249900.0,0
AL,Fairhope,36532,4.0,3.0,2799.0,0.2802,529686.1811295927,3018.5052145221257,30.505575,-87.87388,535000.0,0
AL,Brookwood,35444,3.0,2.0,1612.0,0.74,259500.0,1599.0,33.216934,-87.31431,259900.0,0
AL,Gulf Shores,36542,4.0,2.0,2025.0,0.1896,337900.6800201556,2099.7769364584924,30.322237,-87.67129,340000.0,0
AL,Harvest,35749,4.0,3.0,2357.0,0.4579889807162534,355877.2277478232,2727.4025175333704,34.868828,-86.76247,350000.0,0
AL,Huntsville,35802,4.0,2.0,2445.0,1.0,448800.0,2600.0,34.704407,-86.559586,449000.0,0
AL,Blountsville,35031,3.0,4.0,2880.0,1.12,368634.1378220677,3233.711033851597,34.122196,-86.59189,349900.0,0
